"";"SchoolName2";"variable";"estimate";"Total";"Percent";"LeaveTime";"CumPer";"LeaveDT";"School.name";"Proposed.tier";"Start";"End";"Type";"Name";"Address";"State";"MailingAddress";"CurrentStartTime";"Total.Students";"Female";"%.Female";"Gender.X";"%.Gender.X";"Male";"%.Male";"American.Indian/.Alaskan.Native";"%.American.Indian/.Alaskan.Native";"Asian";"%.Asian";"Black/.African.American";"%.Black/.African.American";"Hispanic/.Latino.of.any.race(s)";"%.Hispanic/.Latino.of.any.race(s)";"Native.Hawaiian/.Other.Pacific.Islander";"%.Native.Hawaiian/.Other.Pacific.Islander";"Two.or.More.Races";"%.Two.or.More.Races";"White";"%.White";"English.Language.Learners";"%.English.Language.Learners";"Foster.Care";"%.Foster.Care";"Highly.Capable";"%.Highly.Capable";"Homeless";"%.Homeless";"Low-Income";"%.Low-Income";"Migrant";"%.Migrant";"Military.Parent";"%.Military.Parent";"Mobile";"%.Moble";"Section.504";"%.Section.504";"Students.with.Disabilities";"%.Students.with.Disabilities";"Non-English.Language.Learners";"%.Non-English.Language.Learners";"Non-Foster.Care";"%.Non-Foster.Care";"Non-Highly.Capable";"%.Non-Highly.Capable";"Non-Homeless";"%.Non-Homeless";"Non-Low.Income";"%.Non-Low.Income";"Non.Migrant";"%.Non.Migrant";"Non.Military.Parent";"%.Non.Military.Parent";"Non.Mobile";"%.Non.Mobile";"Non.Section.504";"%.Non.Section.504";"Students.without.Disabilities";"%.Students.without.Disabilities";"2020-21.FRPL.%.based.on.2019-20.as.of.Mar.31";"2020-21.Preliminary.FRPL.%.based.on.2019-20.data.as.of.Mar.6";"2020-21.Preliminary.FRPL.%.based.on.2019-20.data.as.of.Jan.29";"2019-20.FINAL.FRPL.%.based.on.2018-19.data";"2018-19.FINAL.FRPL.%.based.on.2017-18..data";"3.Year.Average.for.2020-21.Eligibility";"Preliminary.High.Poverty.Eligibility.for.SY.2020-21";"Title.I.School.Wide";"Title1";"ProposedStart";"TimeShift";"ADR_LGT";"ADR_LTT";"GEOID";"median_hhi";"HHI_group";"NeedToLeave";"HighPoverty";"FRPL"
"47";"Lawton Elementary School";"Go2Work_0700";919;11344;0,0810119887165021;7H 0M 0S;0,199047954866008;2022-04-26 07:00:00;"Lawton​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Lawton Elementary";"4000 27th Ave. W";"Seattle, WA 98199";"4000 27th Ave. W,Seattle, WA 98199";2022-04-26 07:55:00;333;169;0,5075075075;0;0;164;0,4924924925;0;0;23;0,06906906907;7;0,02102102102;22;0,06606606607;0;0;51;0,1531531532;230;0,6906906907;11;0,03303303303;0;0;19;0,05705705706;0;0;23;0,06906906907;0;0;2;0,006006006006;4;0,01201201201;1;0,003003003003;50;0;322;0,966966967;333;1;314;0,9429429429;333;1;310;0,9309309309;333;1;331;0,993993994;329;0,987987988;332;0,996996997;283;0,8498498498;0,063;0,063;0,063;0,0598;0,0551876379690949;0,0593;"No";NA;"No";2022-04-26 07:40:00;-15;-122,39047;47,65671;"53033005801";124400,928571429;"100-150K";2022-04-26 07:10:00;"No";0,0593
"48";"Leschi Elementary School";"Go2Work_0700";964;11260;0,0856127886323268;7H 0M 0S;0,180195381882771;2022-04-26 07:00:00;"Leschi​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Leschi Elementary";"135 32nd Ave.";"Seattle, WA 98122";"135 32nd Ave.,Seattle, WA 98122";2022-04-26 07:55:00;311;150;0,4823151125;2;0,006430868167;159;0,5112540193;0;0;7;0,02250803859;119;0,3826366559;34;0,1093247588;4;0,01286173633;36;0,115755627;111;0,3569131833;39;0,1254019293;0;0;12;0,038585209;21;0,06752411576;148;0,4758842444;0;0;0;0;16;0,05144694534;0;0;45;0,0002171193433;272;0,8745980707;307;0,9871382637;299;0,961414791;290;0,9324758842;163;0,5241157556;311;1;311;1;295;0,9485530547;311;1;266;0,8553054662;0,437;0,437;0,437;0,4628;0,470149253731343;0,4566;"No";"School-wide";"School-wide";2022-04-26 07:40:00;-15;-122,29181;47,60211;"53033007800";133567,307692308;"100-150K";2022-04-26 07:10:00;"No";0,4566
"49";"Licton Springs K-8";"Go2Work_0900";2987;30149;0,099074596172344;9H 0M 0S;0,76440346280142;2022-04-26 09:00:00;"Licton Springs​";3;"9:30 a.m.";"4 p.m.";"K-8";"Licton Springs K-8";"3015 NW 68th St.";"Seattle, WA 98117";"3015 NW 68th St.,Seattle, WA 98117";2022-04-26 08:55:00;100;45;0,45;0;0;55;0,55;4;0,04;3;0,03;6;0,06;18;0,18;0;0;15;0,15;54;0,54;19;0,19;0;0;2;0,02;4;0,04;52;0,52;1;0,01;1;0,01;8;0,08;1;0,01;23;4e-04;81;0,81;100;1;98;0,98;96;0,96;48;0,48;99;0,99;99;0,99;92;0,92;99;0,99;77;0,77;0,5427;0,5427;0,5427;0,5257;0,5;0,5228;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;35;-122,39637;47,67793;"53033003202";122558,641025641;"100-150K";2022-04-26 09:00:00;"Yes";0,5228
"50";"Lincoln High School";"Go2Work_0800";10995;75615;0,145407657210871;8H 0M 0S;0,408292005554453;2022-04-26 08:00:00;"Lincoln​";2;"8:30 a.m.";"3:20 p.m.";"High School";"Lincoln High School";"4400 Interlake Ave. N";"Seattle, WA 98103";"4400 Interlake Ave. N,Seattle, WA 98103";2022-04-26 08:45:00;1387;587;0,4232155732;24;0,0173035328;776;0,559480894;4;0,002883922134;116;0,08363374189;51;0,03677000721;134;0,09661139149;1;0,0007209805335;184;0,1326604182;897;0,6467195386;23;0,01658255227;0;0;475;0,3424657534;9;0,006488824802;164;0,1182408075;4;0,002883922134;6;0,004325883201;31;0,02235039654;72;0,05191059841;155;4,678316368e-06;1364;0,9834174477;1386;0,9992790195;912;0,6575342466;1378;0,9935111752;1223;0,8817591925;1383;0,9971160779;1381;0,9956741168;1356;0,9776496035;1315;0,9480894016;1232;0,8882480173;0,0661;0,0661;0,0661;NA;NA;0,0661;"No";NA;"No";2022-04-26 08:30:00;-15;-122,33977;47,66003;"53033005000";110776,173913043;"100-150K";2022-04-26 08:00:00;"No";0,0661
"51";"Louisa Boren STEM K-8";"Go2Work_0900";1622;26828;0,0604592217086626;9H 0M 0S;0,740569554197107;2022-04-26 09:00:00;"Louisa Boren STEM K-8​";3;"9:30 a.m.";"4 p.m.";"K-8";"Louisa Boren K-8";"5950 Delridge Way SW";"Seattle, WA 98106";"5950 Delridge Way SW,Seattle, WA 98106";2022-04-26 08:55:00;498;216;0,4337349398;0;0;282;0,5662650602;1;0,002008032129;45;0,09036144578;97;0,1947791165;60;0,1204819277;0;0;62;0,124497992;233;0,4678714859;51;0,1024096386;0;0;18;0,03614457831;4;0,008032128514;166;0,3333333333;0;0;3;0,006024096386;3;0,006024096386;4;0,008032128514;90;1,612877212e-05;447;0,8975903614;497;0,9979919679;480;0,9638554217;494;0,9919678715;332;0,6666666667;498;1;495;0,9939759036;495;0,9939759036;494;0,9919678715;408;0,8192771084;0,3094;0,3094;0,3094;0,2602;0,263059701492537;0,2776;"No";"Targeted Assistance";"Targeted Assistance";2022-04-26 09:30:00;35;-122,36214;47,54862;"53033010800";91992,8823529412;"50-100K";2022-04-26 09:00:00;"No";0,2776
"52";"Lowell Elementary School";"Go2Work_0900";8155;64278;0,126870780049161;9H 0M 0S;0,644186191231837;2022-04-26 09:00:00;"Lowell​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Lowell Elementary";"1058 E Mercer St.";"Seattle, WA 98102";"1058 E Mercer St.,Seattle, WA 98102";2022-04-26 08:55:00;287;148;0,5156794425;4;0,01393728223;135;0,4703832753;3;0,01045296167;44;0,1533101045;78;0,2717770035;49;0,1707317073;6;0,02090592334;37;0,1289198606;70;0,243902439;60;0,2090592334;0;0;3;0,01045296167;63;0,2195121951;198;0,6898954704;0;0;4;0,01393728223;24;0,08362369338;2;0,006968641115;70;0,0007648508541;227;0,7909407666;284;0,9895470383;284;0,9895470383;224;0,7804878049;89;0,3101045296;287;1;283;0,9860627178;263;0,9163763066;285;0,9930313589;217;0,756097561;0,6022;0,6022;0,6022;0,6556;0,649425287356322;0,6357;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;35;-122,31832;47,624565;"53033006500";100158,771428571;"100-150K";2022-04-26 09:00:00;"Yes";0,6357
"53";"Loyal Heights Elementary School";"Go2Work_0700";1536;13252;0,115907032900694;7H 0M 0S;0,250452761847268;2022-04-26 07:00:00;"Loyal Heights​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Loyal Heights Elementary";"7735 25th Ave. NW";"Seattle, WA 98117";"7735 25th Ave. NW,Seattle, WA 98117";2022-04-26 07:55:00;477;242;0,5073375262;1;0,002096436059;234;0,4905660377;0;0;21;0,04402515723;7;0,01467505241;40;0,08385744235;0;0;52;0,1090146751;357;0,748427673;16;0,03354297694;0;0;22;0,04612159329;1;0,002096436059;48;0,1006289308;0;0;3;0,006289308176;4;0,008385744235;2;0,004192872117;64;4,395044148e-06;461;0,9664570231;476;0,9979035639;455;0,9538784067;476;0,9979035639;429;0,8993710692;477;1;474;0,9937106918;473;0,9916142558;475;0,9958071279;413;0,8658280922;0,0628;0,0628;0,0628;0,0692;0,0753768844221105;0,0691;"No";NA;"No";2022-04-26 07:40:00;-15;-122,38899;47,6862;"53033003100";133797,111111111;"100-150K";2022-04-26 07:10:00;"No";0,0691
"54";"Madison Middle School";"Go2Work_0800";3688;30951;0,11915608542535;8H 0M 0S;0,565183677425608;2022-04-26 08:00:00;"Madison​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Madison Middle School";"3429 45th Ave. SW";"Seattle, WA 98116";"3429 45th Ave. SW,Seattle, WA 98116";2022-04-26 08:55:00;969;434;0,4478844169;11;0,01135190918;524;0,5407636739;3;0,003095975232;50;0,0515995872;45;0,04643962848;108;0,1114551084;4;0,004127966976;131;0,1351909185;628;0,6480908153;30;0,03095975232;0;0;157;0,1620227038;7;0,007223942208;186;0,1919504644;1;0,001031991744;4;0,004127966976;11;0,01135190918;28;0,02889576883;139;7,455048719e-06;939;0,9690402477;966;0,9969040248;812;0,8379772962;962;0,9927760578;783;0,8080495356;968;0,9989680083;965;0,995872033;958;0,9886480908;941;0,9711042312;830;0,8565531476;0,1377;0,1378;0,1378;0,1672;0,232426303854875;0,1791;"No";NA;"No";2022-04-26 08:30:00;-25;-122,39078;47,57254;"53033009702";117876,125;"100-150K";2022-04-26 08:00:00;"No";0,1791
"55";"Madrona K-5 School";"Go2Work_0700";1170;15788;0,0741069166455536;7H 0M 0S;0,157398023815556;2022-04-26 07:00:00;"Madrona​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Madrona Elementary";"1121 33rd Ave.";"Seattle, WA 98122";"1121 33rd Ave.,Seattle, WA 98122";2022-04-26 07:55:00;236;118;0,5;1;0,004237288136;117;0,4957627119;0;0;4;0,01694915254;88;0,3728813559;26;0,1101694915;1;0,004237288136;37;0,156779661;80;0,3389830508;22;0,09322033898;0;0;10;0,04237288136;21;0,08898305085;116;0,4915254237;0;0;1;0,004237288136;9;0,03813559322;0;0;20;0,0003770468256;214;0,906779661;236;1;226;0,9576271186;215;0,9110169492;120;0,5084745763;236;1;235;0,9957627119;227;0,9618644068;236;1;216;0,9152542373;0,4241;0,4241;0,4241;0,459;0,517094017094017;0,4667;"No";"School-wide";"School-wide";2022-04-26 07:40:00;-15;-122,290885;47,61238;"53033007800";115273,294117647;"100-150K";2022-04-26 07:10:00;"No";0,4667
"56";"Magnolia Elementary School";"Go2Work_0700";1158;11175;0,103624161073826;7H 0M 0S;0,268098434004474;2022-04-26 07:00:00;"Magnolia​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Magnolia Elementary";"2418 28th Ave. W";"Seattle, WA 98199";"2418 28th Ave. W,Seattle, WA 98199";2022-04-26 07:55:00;336;167;0,4970238095;2;0,005952380952;167;0,4970238095;0;0;31;0,09226190476;11;0,03273809524;41;0,1220238095;1;0,002976190476;44;0,130952381;208;0,619047619;32;0,09523809524;0;0;9;0,02678571429;0;0;37;0,1101190476;0;0;3;0,008928571429;4;0,0119047619;4;0,0119047619;51;0;304;0,9047619048;336;1;327;0,9732142857;336;1;299;0,8898809524;336;1;333;0,9910714286;332;0,9880952381;332;0,9880952381;285;0,8482142857;0,0978;0,0978;0,0978;NA;NA;0,0978;"No";NA;"No";2022-04-26 07:40:00;-15;-122,39262;47,64061;"53033005803";125638,857142857;"100-150K";2022-04-26 07:10:00;"No";0,0978
"57";"Maple Elementary School";"Go2Work_0900";184;5534;0,0332490061438381;9H 0M 0S;0,655945066859415;2022-04-26 09:00:00;"Maple​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Maple Elementary";"4925 Corson Ave. S";"Seattle, WA 98108";"4925 Corson Ave. S,Seattle, WA 98108";2022-04-26 07:55:00;444;206;0,463963964;0;0;238;0,536036036;3;0,006756756757;213;0,4797297297;21;0,0472972973;81;0,1824324324;1;0,002252252252;51;0,1148648649;74;0,1666666667;180;0,4054054054;0;0;22;0,04954954955;7;0,01576576577;240;0,5405405405;0;0;1;0,002252252252;5;0,01126126126;0;0;61;3,550848145e-05;264;0,5945945946;444;1;422;0,9504504505;437;0,9842342342;204;0,4594594595;444;1;443;0,9977477477;439;0,9887387387;444;1;383;0,8626126126;0,5028;0,5028;0,5028;0,5476;0,590225563909774;0,5469;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,3189;47,55813;"53033009300";92245;"50-100K";2022-04-26 09:00:00;"Yes";0,5469
"58";"Martin Luther King Jr. Elementary School";"Go2Work_0700";287;5512;0,0520682148040639;7H 0M 0S;0,29989114658926;2022-04-26 07:00:00;"Martin Luther King, Jr.";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Martin Luther King, Jr. Elementary";"6725 45th Ave. S";"Seattle, WA 98118";"6725 45th Ave. S,Seattle, WA 98118";2022-04-26 07:55:00;254;128;0,5039370079;0;0;126;0,4960629921;1;0,003937007874;60;0,2362204724;120;0,4724409449;40;0,157480315;0;0;16;0,06299212598;17;0,06692913386;91;0,3582677165;0;0;11;0,04330708661;10;0,03937007874;180;0,7086614173;0;0;1;0,003937007874;11;0,04330708661;0;0;35;0,00015500031;163;0,6417322835;251;0,9881889764;243;0,9566929134;244;0,9606299213;74;0,2913385827;254;1;253;0,9960629921;243;0,9566929134;254;1;219;0,8622047244;0,7138;0,7138;0,7138;0,7174;0,682310469314079;0,7045;"Yes";"School-wide";"School-wide";2022-04-26 07:40:00;-15;-122,27691;47,54175;"53033011101";57614,1428571429;"50-100K";2022-04-26 07:10:00;"Yes";0,7045
"59";"McClure Middle School";"Go2Work_0800";7683;48929;0,157023442130434;8H 0M 0S;0,444664718265242;2022-04-26 08:00:00;"McClure​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"McClure Middle School";"1915 1st Ave. W";"Seattle, WA 98119";"1915 1st Ave. W,Seattle, WA 98119";2022-04-26 08:55:00;437;206;0,471395881;8;0,01830663616;223;0,5102974828;1;0,002288329519;30;0,06864988558;19;0,04347826087;47;0,1075514874;1;0,002288329519;69;0,1578947368;270;0,6178489703;15;0,03432494279;0;0;7;0,01601830664;8;0,01830663616;73;0,1670480549;1;0,002288329519;4;0,009153318078;19;0,04347826087;7;0,01601830664;71;4,189161592e-05;422;0,9656750572;435;0,995423341;430;0,9839816934;429;0,9816933638;364;0,8329519451;436;0,9977116705;433;0,9908466819;418;0,9565217391;430;0,9839816934;366;0,8375286041;0,166;0,1645;0,166;0,1359;0,131481481481481;0,1445;"No";NA;"No";2022-04-26 08:30:00;-25;-122,35892;47,63683;"53033006800";125454,627118644;"100-150K";2022-04-26 08:00:00;"No";0,1445
"60";"McDonald International School";"Go2Work_0700";4423;55283;0,080006511947615;7H 0M 0S;0,165729066801729;2022-04-26 07:00:00;"McDonald​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"McDonald International Elementary";"144 NE 54th St.";"Seattle, WA 98105";"144 NE 54th St.,Seattle, WA 98105";2022-04-26 07:55:00;454;246;0,5418502203;2;0,004405286344;206;0,4537444934;0;0;28;0,06167400881;1;0,002202643172;93;0,204845815;0;0;106;0,2334801762;226;0,4977973568;99;0,218061674;0;0;17;0,03744493392;0;0;18;0,03964757709;0;0;6;0,01321585903;9;0,01982378855;4;0,008810572687;36;0;355;0,781938326;454;1;437;0,9625550661;454;1;436;0,9603524229;454;1;448;0,986784141;445;0,9801762115;450;0,9911894273;418;0,9207048458;0,0084;0,0084;0,0084;0,025;0,0237068965517241;0,019;"No";NA;"No";2022-04-26 07:40:00;-15;-122,32659;47,66828;"53033004500";106055,369863014;"100-150K";2022-04-26 07:10:00;"No";0,019
"61";"McGilvra Elementary School";"Go2Work_0700";911;11236;0,0810786756852973;7H 0M 0S;0,129227483090068;2022-04-26 07:00:00;"McGilvra​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"McGilvra Elementary";"1617 38th Ave. E";"Seattle, WA 98112";"1617 38th Ave. E,Seattle, WA 98112";2022-04-26 07:55:00;224;114;0,5089285714;0;0;110;0,4910714286;0;0;25;0,1116071429;14;0,0625;17;0,07589285714;0;0;37;0,1651785714;131;0,5848214286;10;0,04464285714;0;0;7;0,03125;7;0,03125;24;0,1071428571;0;0;2;0,008928571429;5;0,02232142857;0;0;31;0,0001395089286;214;0,9553571429;224;1;217;0,96875;217;0,96875;200;0,8928571429;224;1;222;0,9910714286;219;0,9776785714;224;1;193;0,8616071429;0,0714;0,0714;0,0714;0,0607;0,0661157024793388;0,0661;"No";NA;"No";2022-04-26 07:40:00;-15;-122,284825;47,634035;"53033006300";149492,071428571;"100-150K";2022-04-26 07:10:00;"No";0,0661
"62";"Mercer International Middle School";"Go2Work_0800";2891;24653;0,117267675333631;8H 0M 0S;0,48338944550359;2022-04-26 08:00:00;"Mercer​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Mercer International Middle School";"1600 S Columbian Way";"Seattle, WA 98108";"1600 S Columbian Way,Seattle, WA 98108";2022-04-26 08:55:00;986;468;0,4746450304;3;0,003042596349;515;0,5223123732;1;0,001014198783;378;0,38336714;190;0,1926977688;176;0,1784989858;2;0,002028397566;103;0,1044624746;136;0,1379310345;213;0,2160243408;0;0;72;0,07302231237;24;0,02434077079;620;0,6288032454;0;0;4;0,004056795132;17;0,01724137931;4;0,004056795132;145;2,468638011e-05;773;0,7839756592;982;0,9959432049;914;0,9269776876;962;0,9756592292;366;0,3711967546;986;1;982;0,9959432049;969;0,9827586207;982;0,9959432049;841;0,8529411765;0,5749;0,5749;0,5749;0,6108;0,642605633802817;0,6094;"Yes";NA;"No";2022-04-26 08:30:00;-25;-122,31208;47,56413;"53033010001";74709,1578947368;"50-100K";2022-04-26 08:00:00;"Yes";0,6094
"63";"Montlake Elementary School";"Go2Work_0700";712;12009;0,0592888666833208;7H 0M 0S;0,122658006495129;2022-04-26 07:00:00;"Montlake​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Montlake Elementary";"2409 22nd Ave. E";"Seattle, WA 98112";"2409 22nd Ave. E,Seattle, WA 98112";2022-04-26 07:55:00;184;93;0,5054347826;1;0,005434782609;90;0,4891304348;0;0;23;0,125;4;0,02173913043;9;0,04891304348;0;0;32;0,1739130435;116;0,6304347826;8;0,04347826087;0;0;22;0,1195652174;2;0,01086956522;13;0,07065217391;0;0;0;0;4;0,02173913043;1;0,005434782609;23;5,907372401e-05;176;0,9565217391;184;1;162;0,8804347826;182;0,9891304348;171;0,9293478261;184;1;184;1;180;0,9782608696;183;0,9945652174;161;0,875;0,044;0,044;0,044;0,0595;0,0520446096654275;0,0518;"No";NA;"No";2022-04-26 07:40:00;-15;-122,30422;47,64064;"53033006200";146538,4;"100-150K";2022-04-26 07:10:00;"No";0,0518
"64";"Nathan Hale High School";"Go2Work_0800";5211;35713;0,145913252877104;8H 0M 0S;0,511354408758715;2022-04-26 08:00:00;"Hale​";2;"8:30 a.m.";"3:20 p.m.";"High School";"Nathan Hale High School";"10750 30th Ave. NE";"Seattle, WA 98125";"10750 30th Ave. NE,Seattle, WA 98125";2022-04-26 08:45:00;1118;510;0,4561717352;11;0,009838998211;597;0,5339892665;5;0,004472271914;95;0,08497316637;138;0,1234347048;184;0,1645796064;7;0,00626118068;122;0,1091234347;567;0,5071556351;99;0,0885509839;0;0;32;0,02862254025;18;0,01610017889;402;0,3595706619;0;0;2;0,001788908766;36;0,03220035778;90;0,08050089445;171;1,440087557e-05;1019;0,9114490161;1115;0,9973166369;1086;0,9713774597;1100;0,9838998211;716;0,6404293381;1118;1;1116;0,9982110912;1082;0,9677996422;1028;0,9194991055;947;0,8470483005;0,281;0,281;0,281;0,3057;0,328990228013029;0,3052;"No";NA;"No";2022-04-26 08:30:00;-15;-122,29473;47,70804;"53033001000";99357,6470588235;"50-100K";2022-04-26 08:00:00;"No";0,3052
"65";"North Beach Elementary School";"Go2Work_0700";733;8374;0,0875328397420587;7H 0M 0S;0,216503463100072;2022-04-26 07:00:00;"North Beach​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"North Beach Elementary";"9018 24th Ave. NW";"Seattle, WA 98117";"9018 24th Ave. NW,Seattle, WA 98117";2022-04-26 07:55:00;357;171;0,4789915966;0;0;186;0,5210084034;0;0;10;0,02801120448;7;0,01960784314;23;0,06442577031;2;0,005602240896;50;0,1400560224;265;0,7422969188;17;0,04761904762;0;0;18;0,05042016807;0;0;37;0,1036414566;0;0;4;0,01120448179;4;0,01120448179;1;0,002801120448;65;0;340;0,9523809524;357;1;339;0,9495798319;357;1;320;0,8963585434;357;1;353;0,9887955182;353;0,9887955182;356;0,9971988796;292;0,8179271709;0,0718;0,0718;0,0718;0,0488;0,0640243902439024;0,0615;"No";NA;"No";2022-04-26 07:40:00;-15;-122,3871;47,69487;"53033001600";146502,181818182;"100-150K";2022-04-26 07:10:00;"No";0,0615
"66";"Northgate Elementary School";"Go2Work_0700";1165;11821;0,0985534218763218;7H 0M 0S;0,29354538533119;2022-04-26 07:00:00;"Northgate​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Northgate Elementary";"11725 1st Ave. NE";"Seattle, WA 98125";"11725 1st Ave. NE,Seattle, WA 98125";2022-04-26 07:55:00;204;107;0,5245098039;0;0;97;0,4754901961;1;0,004901960784;11;0,05392156863;54;0,2647058824;60;0,2941176471;1;0,004901960784;19;0,0931372549;58;0,2843137255;55;0,2696078431;0;0;8;0,03921568627;7;0,03431372549;140;0,6862745098;1;0,004901960784;1;0,004901960784;5;0,02450980392;3;0,01470588235;35;0,0001682045367;149;0,7303921569;204;1;196;0,9607843137;197;0,9656862745;64;0,3137254902;203;0,9950980392;203;0,9950980392;199;0,9754901961;201;0,9852941176;169;0,8284313725;0,6318;0,6318;0,6318;0,6908;0,737254901960784;0,6866;"Yes";"School-wide";"School-wide";2022-04-26 07:40:00;-15;-122,32892;47,7153;"53033000601";79511,4117647059;"50-100K";2022-04-26 07:10:00;"Yes";0,6866
"67";"Nova High School";"Go2Work_0800";9693;67289;0,144050290537829;8H 0M 0S;0,402339163904947;2022-04-26 08:00:00;"Nova​";2;"8:30 a.m.";"3:20 p.m.";"High School";"Nova";"2410 E Cherry St.";"Seattle, WA 98122";"2410 E Cherry St.,Seattle, WA 98122";2022-04-26 08:55:00;229;121;0,5283842795;23;0,1004366812;85;0,3711790393;0;0;6;0,02620087336;22;0,096069869;27;0,1179039301;0;0;29;0,1266375546;145;0,6331877729;2;0,008733624454;0;0;18;0,07860262009;9;0,03930131004;71;0,3100436681;1;0,004366812227;3;0,01310043668;16;0,06986899563;20;0,08733624454;65;0,0001716214412;227;0,9912663755;227;0,9912663755;211;0,9213973799;220;0,96069869;158;0,6899563319;228;0,9956331878;226;0,9868995633;213;0,9301310044;209;0,9126637555;164;0,7161572052;0,2547;0,2547;0,2547;0,2744;0,278846153846154;0,2693;"No";NA;"No";2022-04-26 08:30:00;-25;-122,30087;47,60835;"53033008800";100324,240506329;"100-150K";2022-04-26 08:00:00;"No";0,2693
"68";"Olympic Hills Elementary School";"Go2Work_0900";864;13777;0,0627132176816433;9H 0M 0S;0,703200987152501;2022-04-26 09:00:00;"Olympic Hills​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Olympic Hills Elementary";"13018 20th Ave. NE";"Seattle, WA 98125";"13018 20th Ave. NE,Seattle, WA 98125";2022-04-26 07:55:00;505;248;0,4910891089;2;0,00396039604;255;0,504950495;4;0,007920792079;41;0,08118811881;130;0,2574257426;119;0,2356435644;0;0;46;0,09108910891;165;0,3267326733;152;0,300990099;0;0;14;0,02772277228;12;0,02376237624;271;0,5366336634;2;0,00396039604;2;0,00396039604;19;0,03762376238;0;0;79;4,705421037e-05;353;0,699009901;505;1;491;0,9722772277;493;0,9762376238;234;0,4633663366;503;0,996039604;503;0,996039604;486;0,9623762376;505;1;426;0,8435643564;0,573;0,573;0,5721;0,6063;0,701086956521739;0,6268;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,30686;47,72406;"53033000202";90386,65;"50-100K";2022-04-26 09:00:00;"Yes";0,6268
"69";"Olympic View Elementary School";"Go2Work_0700";1762;14620;0,120519835841313;7H 0M 0S;0,264637482900137;2022-04-26 07:00:00;"Olympic View​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Olympic View Elementary";"504 NE 95th St.";"Seattle, WA 98115";"504 NE 95th St.,Seattle, WA 98115";2022-04-26 07:55:00;365;175;0,4794520548;3;0,008219178082;187;0,5123287671;0;0;29;0,07945205479;63;0,1726027397;53;0,1452054795;1;0,002739726027;32;0,08767123288;187;0,5123287671;80;0,2191780822;0;0;8;0,02191780822;22;0,0602739726;131;0,3589041096;0;0;1;0,002739726027;13;0,03561643836;2;0,005479452055;56;0,0001651341715;285;0,7808219178;365;1;357;0,9780821918;343;0,9397260274;234;0,6410958904;365;1;364;0,997260274;352;0,9643835616;363;0,9945205479;309;0,8465753425;0,3656;0,3656;0,3656;0,3523;0,34375;0,3539;"No";"School-wide";"School-wide";2022-04-26 07:40:00;-15;-122,32262;47,69778;"53033001900";94506,0476190476;"50-100K";2022-04-26 07:10:00;"No";0,3539
"70";"Orca K-8 School";"Go2Work_0900";1838;27824;0,0660580793559517;9H 0M 0S;0,722541690626797;2022-04-26 09:00:00;"Orca​";3;"9:30 a.m.";"4 p.m.";"K-8";"Orca K-8";"5215 46th Ave. S";"Seattle, WA 98118";"5215 46th Ave. S,Seattle, WA 98118";2022-04-26 08:55:00;395;181;0,4582278481;4;0,01012658228;210;0,5316455696;0;0;24;0,06075949367;108;0,2734177215;49;0,1240506329;0;0;48;0,1215189873;166;0,4202531646;48;0,1215189873;0;0;20;0,05063291139;8;0,02025316456;142;0,3594936709;0;0;2;0,005063291139;9;0,02278481013;1;0,00253164557;45;5,127383432e-05;347;0,8784810127;391;0,9898734177;375;0,9493670886;387;0,9797468354;253;0,6405063291;395;1;393;0,9949367089;386;0,9772151899;394;0,9974683544;350;0,8860759494;0,2685;0,2685;0,2685;0,2746;0,304347826086957;0,2825;"No";"Targeted Assistance";"Targeted Assistance";2022-04-26 09:30:00;35;-122,27595;47,55478;"53033010301";91555,85;"50-100K";2022-04-26 09:00:00;"No";0,2825
